OTU	rel.abund.	group	Phylum	Family	Genus	Species	label
ASV_1vt_h8b_4qs	0.00131742662665593	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.00512332577032862	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0198345897679865	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0275195784234795	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.0100270804362146	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.00658713313327966	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0193954475591012	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00790455975993559	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0187367342457733	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00450669914738124	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.00889159561510353	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0224116930572473	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0235079171741778	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.0176613885505481	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.010353227771011	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0263093788063337	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.0118148599269184	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0444579780755177	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.0496087763168509	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.177784947971283	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.237718802936194	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.000802954873936085	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.00674482094106311	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0390236068732937	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0656817086879717	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.0104384133611691	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0239280552432953	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0194315079492533	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00979604946202023	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.024409828167657	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.0073634382748516	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0024795251333684	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0195356525659328	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0614621684574348	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00593583289503344	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0317830039822676	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0270493650912916	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00360658201217221	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0713802689909084	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00702938282018839	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0091381976662449	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.020197759970008	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.00299920333661371	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.030460658887483	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.00192136463751816	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.00412390458784385	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00463939266132434	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0210881484605652	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00145574078422165	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0026297252876262	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0120685606949988	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0190185489551538	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00779525710260625	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0223996243249589	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0294904907255224	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00436722235266494	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0150739610237145	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.0153610771113831	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0116279069767442	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0309669522643819	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.00514075887392901	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00593635250917993	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0135250917992656	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0421358629130967	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00422276621787026	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0402386780905753	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00769858859209145	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0169718884871107	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0366849410941327	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0298028694739298	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.028228158171002	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0112562696838913	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0208795054240056	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.015747113029278	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0566312842645515	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00650406504065041	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0100062539086929	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0442776735459662	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0203252032520325	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.0190118824265166	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0172607879924953	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0195121951219512	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.0223264540337711	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0758599124452783	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00561181706766432	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.00793394826807715	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0461201057859769	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0323163258724118	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00432174417854609	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0147068309359479	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0388311939624589	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00915951751273947	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0361220408953106	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00259130293950927	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0173293384079683	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.071746700137663	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.00493967122843955	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.0353065025508138	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.00631630091505385	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0191918373957405	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.026074985828812	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.116203741193619	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.0121181772658988	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.00240360540811217	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0297446169253881	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.085628442663996	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00340510766149224	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.028943415122684	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.042363545317977	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00310465698547822	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0605908863294942	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.0087114084605199	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0049480800055753	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0226496619973517	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0175621994564081	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.0108718377587288	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0301763189072409	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0311519966548191	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00216042929820893	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0585406648546937	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00509090909090909	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.00101818181818182	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0676363636363636	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0203636363636364	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00392727272727273	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0215272727272727	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0290909090909091	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.00276363636363636	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0616727272727273	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00370150042963844	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.00264392887831317	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0244563421243969	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.021283627470421	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.000859276885451781	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0229360830193668	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.049573666468372	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.0113688941767466	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0163923590455417	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.00278150300501664	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.0263249391546218	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.02125863010977	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.00596036358217851	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.0215069785923608	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.00690408781602344	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0207122634480703	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
ASV_pfp_n0y_4su	0.0151492574380371	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	salivae	Prevotella_7 <br>salivae
ASV_qwa_h7y_hxz	0.0124670938260567	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	NA	Streptococcus sp. <br>ASV_qwa_h7y_hxz
ASV_1vt_h8b_4qs	0.000705542032666596	Never smoker (control)	Actinobacteriota	Actinomycetaceae	Actinomyces	graevenitzii	Actinomyces <br>graevenitzii
ASV_6wb_da0_3db	0.000811373337566586	Never smoker (control)	Firmicutes	Veillonellaceae	Megasphaera	micronuciformis	Megasphaera <br>micronuciformis
ASV_7w6_t4q_x00	0.0259286697004974	Never smoker (control)	Firmicutes	Streptococcaceae	Streptococcus	australis/mitis/oralis/parasanguinis/pneumoniae/rubneri/sanguinis	Streptococcus sp. <br>ASV_7w6_t4q_x00
ASV_9i4_15j_91n	0.0340776801777966	Never smoker (control)	Proteobacteria	Neisseriaceae	Neisseria	cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/sicca/subflava	Neisseria sp.
ASV_dvw_6oa_8gj	0.00451546900906622	Never smoker (control)	Bacteroidota	Prevotellaceae	Prevotella_7	histicola	Prevotella_7 <br>histicola
ASV_e54_2dz_d7f	0.0402511729636293	Never smoker (control)	Bacteroidota	Porphyromonadaceae	Porphyromonas	pasteri	Porphyromonas <br>pasteri
ASV_ivt_f41_sgz	0.0408508836913959	Never smoker (control)	Fusobacteriota	Fusobacteriaceae	Fusobacterium	periodonticum	Fusobacterium <br>periodonticum
